FID,fstatus,akz,baujahr,fkt_faehig,bemerkung,oart,menge,rechts_w,hoch_w,land,gdb_geomattr_data,shape
wes.66773,2,,,3,,410,0,426221,5892262,100000,,POINT (426220.56230000034 5892261.614600001)
wes.66774,2,,,3,,410,0,393458,5892317,100000,,POINT (393457.6688000001 5892317.4453)
wes.66775,2,,,3,,410,0,418431,5892325,100000,,POINT (418431 5892325)
wes.66776,2,,,2,freischneiden,410,0,402196,5892335,100000,,POINT (402195.72020000033 5892334.838400001)
wes.66777,2,,,3,,410,0,314220,5892372,100000,,POINT (314219.77890000027 5892372.1281)
wes.66778,2,,,2,Steg bauen zur permanenten Wasserentnahme,410,0,422112,5892427,100000,,POINT (422112.20430000033 5892426.9473)
wes.66779,2,,,2,"freischneiden, Bau einer Wendeschleife",410,0,400727,5892428,100000,,POINT (400727.3673999999 5892428.1381)
wes.66780,2,,,3,Am Bürgersee,410,0,375223,5892595,100000,,POINT (375223.14470000006 5892595.0912)
wes.66781,2,,,3,,410,0,314178,5892608,100000,,POINT (314177.5235000001 5892607.550899999)
wes.66782,2,,,3,Zootzen Neustart,410,0,379972,5892621,100000,,POINT (379971.62090000045 5892620.833799999)
wes.66783,2,,,3,,410,0,262367,5892626,100000,,POINT (262366.85929999966 5892626.3478999995)
wes.66784,2,,,3,,410,0,342028,5892643,100000,,POINT (342027.62289999984 5892643.4734000005)
wes.66785,2,,,3,,410,0,455953,5892811,100000,,POINT (455952.9972000001 5892810.9976)
wes.66786,2,,,2,"freischneiden, ",410,0,406643,5892890,100000,,POINT (406642.7943000002 5892889.9625)
wes.66787,2,,,3,Hydrant,450,0,386169,5892924,100000,,POINT (386168.80989999976 5892923.6613)
wes.66788,2,,,3,,410,0,423063,5893170,100000,,POINT (423063.46860000025 5893170.3837)
wes.66789,2,,,3,,410,0,387310,5893302,100000,,POINT (387309.9951999998 5893302.0042)
wes.66790,2,,,3,,410,0,263102,5893337,100000,,POINT (263101.7951999996 5893336.6887)
wes.66791,2,,,3,,410,0,320151,5893411,100000,,POINT (320150.5895999996 5893410.6905000005)
wes.66792,2,,,3,,410,0,428529,5893565,100000,,POINT (428529.05649999995 5893564.690199999)
wes.66793,2,,,3,,410,0,320182,5893702,100000,,POINT (320181.9017000003 5893702.134199999)
wes.66794,2,,,3,Großer Glietzensee,410,0,368990,5893737,100000,,POINT (368990.11870000046 5893736.569499999)
wes.66795,2,,,3,Rosendammablage,410,0,383009,5893759,100000,,POINT (383009.0767000001 5893758.5187)
wes.66796,2,,,3,Löschwasserteich,470,0,409712,5893867,100000,,POINT (409712 5893867)
wes.66797,2,,,3,direkt auf der Brücke,410,0,389854,5893905,100000,,POINT (389854.1668999996 5893905.286699999)
wes.66798,2,,,3,Peetschsee Kahnanlegestelle,410,0,372070,5893949,100000,,POINT (372070.10199999996 5893948.552100001)
wes.66799,2,,,3,"Moderfitzsee, Strohbrück",410,0,381435,5894154,100000,,POINT (381434.74739999976 5894154.300000001)
wes.66800,2,,,3,,410,0,308068,5894315,100000,,POINT (308068.37870000023 5894315.1800999995)
wes.66801,2,,,3,,410,0,308673,5894330,100000,,POINT (308672.5553000001 5894330.230799999)
wes.66802,2,,,3,,410,0,312343,5894352,100000,,POINT (312342.98869999964 5894351.943399999)
wes.66803,2,,,3,,410,0,311271,5894407,100000,,POINT (311271.4812000003 5894406.8683)
wes.66804,2,,,3,Plätzsee,410,0,382773,5894422,100000,,POINT (382772.7101999996 5894422.052100001)
wes.66805,2,,,3,Löschwasserteich,470,0,412908,5894466,100000,,POINT (412908 5894466)
wes.66806,2,,,3,,410,0,312494,5894638,100000,,POINT (312494.1727 5894637.5131)
wes.66807,2,,,3,Ablage Moderfitzsee,410,0,382127,5894765,100000,,POINT (382126.80840000045 5894765.308800001)
wes.66808,2,,,3,,410,0,342136,5894874,100000,,POINT (342135.7997000003 5894873.9475)
wes.66809,2,,,3,Boberowsee,410,0,368320,5894906,100000,,POINT (368319.7056999998 5894906.294199999)
wes.66810,2,,,3,Dampferanlegestelle,410,0,372461,5894908,100000,,POINT (372461.0208999999 5894907.7587)
wes.66811,2,,,3,Menowsee Badestelle,410,0,371665,5894921,100000,,POINT (371664.841 5894921.178400001)
wes.66812,2,,,3,,410,0,459571,5895448,100000,,POINT (459571.4808 5895447.866699999)
wes.66813,2,,,3,,410,0,425632,5895507,100000,,POINT (425632.34520000033 5895506.555600001)
wes.66814,2,,,3,,410,0,314298,5895632,100000,,POINT (314298.30150000006 5895631.967700001)
wes.66815,2,,,3,Ellbogensee,410,0,369488,5895987,100000,,POINT (369487.7599999998 5895987.374299999)
wes.66816,2,,,3,offenes Gewässer,410,0,332773,5896115,100000,,POINT (332772.85809999984 5896115.081599999)
wes.66817,2,,,3,,410,0,407623,5896157,100000,,POINT (407622.79229999986 5896156.6225000005)
wes.66818,2,,,3,Hegensteinbach Gärtnerei,410,0,376677,5896189,100000,,POINT (376676.9316999996 5896189.4307)
wes.66819,2,,,3,,410,0,388232,5896190,100000,,POINT (388232.00019999966 5896189.999299999)
wes.66820,2,,,3,Ziernsee,410,0,371750,5896201,100000,,POINT (371750.4978 5896200.616599999)
wes.66821,2,,,3,,410,0,316915,5896406,100000,,POINT (316914.6517000003 5896406.3883)
wes.66822,2,,,3,Hegensteinbach Brücke,420,0,377514,5896960,100000,,POINT (377513.81549999956 5896959.9167)
wes.66823,2,,,1,Löschwasserteich absolut ausgetrockenet,470,0,442610,5897241,100000,,POINT (442610 5897241)
wes.66824,2,,,3,,410,0,389017,5897439,100000,,POINT (389017.0050999997 5897439.0002)
wes.66825,2,,,3,,410,0,428734,5897672,100000,,POINT (428734.1090000002 5897672.354699999)
wes.66826,2,,,1,Einfahrt zugewachsen,410,0,435896,5897886,100000,,POINT (435896.3392000003 5897885.5583)
wes.66827,2,,,3,Kastavensee,410,0,382171,5897887,100000,,POINT (382170.67399999965 5897887.398600001)
wes.66828,2,,,3,,410,0,307593,5897966,100000,,POINT (307592.7790000001 5897965.701099999)
wes.66829,2,,,3,,410,0,389054,5898019,100000,,POINT (389053.99849999975 5898018.9986000005)
wes.66830,2,,,3,,410,0,391647,5898031,100000,,POINT (391646.99959999975 5898030.9998)
wes.66831,3,108414000041,2014,3,Feuerlöschteich,470,0,288224,5898102,100000,,POINT (288224 5898102)
wes.66832,2,,,3,,410,0,388371,5898130,100000,,POINT (388370.99990000017 5898130)
wes.66833,2,,,3,,410,0,317592,5898509,100000,,POINT (317591.7598000001 5898508.850400001)
wes.66834,2,,,3,,410,0,317923,5898597,100000,,POINT (317923.16530000046 5898597.376499999)
wes.66835,2,,,3,offenes Gewässer,410,0,335266,5898619,100000,,POINT (335266.01350000035 5898619.1241999995)
wes.66836,2,,,3,,410,0,317481,5898681,100000,,POINT (317480.5345999999 5898681.3629)
wes.66837,2,,,3,,410,0,418458,5899006,100000,,POINT (418458.3729999997 5899006.262)
wes.66838,2,,,3,,410,0,319163,5899076,100000,,POINT (319163.23220000044 5899076.0701)
wes.66839,2,,,3,Lichtraum mangelhaft,410,0,393909,5899152,100000,,POINT (393909 5899152)
wes.66840,2,,,3,Flachspiegelbrunnen,440,0,377801,5899353,100000,,POINT (377800.5591000002 5899353.0578000005)
wes.66841,2,,,3,Brücke Schwabenhochbach,420,0,375380,5899433,100000,,POINT (375380.40639999975 5899432.6011)
wes.66842,2,,,3,offenes Gewässer,410,0,342822,5899447,100000,,POINT (342821.68960000016 5899446.5469)
wes.66843,2,,,3,an der Boots- Ein- und Auslassstelle ,410,0,392304,5899514,100000,,POINT (392304 5899514)
wes.66844,2,,,2,"offenes Gewässer, derzeit keine Zuwegung",410,0,331619,5899762,100000,,POINT (331618.98890000023 5899761.994899999)
wes.66845,2,,,3,offenes Gewässer,410,0,343758,5899828,100000,,POINT (343757.98369999975 5899827.596899999)
wes.66846,2,,,3,direkt an Badestelle und öffentlicher Zuwegung,410,0,382759,5900081,100000,,POINT (382759 5900080.9999)
wes.66847,2,,,3,,410,0,318687,5900339,100000,,POINT (318687.2731999997 5900338.8171)
wes.66848,2,,,3,,410,0,386117,5900449,100000,,POINT (386116.9989 5900448.999600001)
wes.66849,2,,,3,Mühlenfließ,420,0,377301,5900588,100000,,POINT (377301.04959999956 5900588.4373)
wes.66850,2,,,3,direkt an Badestelle und öffentlicher Zuwegung,410,0,386829,5900905,100000,,POINT (386828.99980000034 5900904.9997000005)
wes.66851,3,108413000067,2014,3,Löschwasserbrunnen,410,0,336169,5900918,100000,,POINT (336169 5900917.771199999)
wes.66852,2,,,3,,410,0,315309,5901039,100000,,POINT (315308.6485000001 5901039.128699999)
wes.66853,2,,,3,,410,0,315754,5901347,100000,,POINT (315754.0630999999 5901347.4925999995)
wes.66854,2,,,3,,410,0,312670,5901416,100000,,POINT (312670.3353000004 5901416.4157)
wes.66855,2,,,3,,410,0,405259,5901597,100000,,POINT (405259.08440000005 5901596.7457)
wes.66856,2,,,3,,410,0,315568,5901787,100000,,POINT (315568.4737 5901787.196699999)
wes.66857,2,,,3,,410,0,311832,5901794,100000,,POINT (311832.1492999997 5901793.7808)
wes.66858,2,,,3,offenes Gewässer,414,0,331009,5902419,100000,,POINT (331009.14109999966 5902418.736500001)
wes.66859,2,,,3,,410,0,384457,5902532,100000,,POINT (384457.00019999966 5902532.0001)
wes.66860,2,,,3,offenes Gewässer,410,0,344183,5902560,100000,,POINT (344182.58220000006 5902560.269400001)
wes.66861,2,,,3,,410,0,407901,5902572,100000,,POINT (407900.80590000004 5902571.786599999)
wes.66862,2,,,3,,410,0,311906,5902668,100000,,POINT (311906.2466000002 5902667.7831)
wes.66863,2,,,3,,410,0,312407,5902764,100000,,POINT (312407.49789999984 5902764.380100001)
wes.66864,2,,,3,,410,0,320338,5902791,100000,,POINT (320338.1917000003 5902790.968900001)
wes.66865,2,,,3,,410,0,323306,5902888,100000,,POINT (323306.4885999998 5902888.2445)
wes.66866,2,,,3,,410,0,320157,5903020,100000,,POINT (320157.0564000001 5903019.615)
wes.66867,2,,,3,,410,0,320798,5903061,100000,,POINT (320798.4534 5903061.187000001)
wes.66868,2,,,3,,410,0,320104,5903097,100000,,POINT (320103.60670000035 5903096.8202)
wes.66869,2,,,3,,410,0,313106,5903123,100000,,POINT (313106.3276000004 5903123.238600001)
wes.66870,2,,,3,,410,0,320326,5903147,100000,,POINT (320326.3139000004 5903147.3005)
wes.66871,2,,,3,,410,0,320647,5903165,100000,,POINT (320647.01240000036 5903165.1171)
wes.66872,2,,,3,,410,0,317184,5903276,100000,,POINT (317184.16309999954 5903275.8462000005)
wes.66873,2,,,3,,410,0,320234,5903311,100000,,POINT (320234.26159999985 5903310.619200001)
wes.66874,2,,,3,,410,0,317143,5903352,100000,,POINT (317142.67360000033 5903351.5035)
wes.66875,2,,,3,,410,0,317055,5903703,100000,,POINT (317054.81350000016 5903702.9439)
wes.66876,3,108413000067,2014,3,Löschwasserbrunnen,410,0,335412,5903865,100000,,POINT (335411.84530000016 5903865.077400001)
wes.66877,2,,,3,,410,0,325851,5903991,100000,,POINT (325851.3579000002 5903990.567600001)
wes.66878,2,,,3,,410,0,310720,5904099,100000,,POINT (310720.2832000004 5904098.766100001)
wes.66879,2,,,3,,410,0,315411,5904541,100000,,POINT (315411.41779999994 5904541.4966)
wes.66880,2,,,3,,410,0,318278,5904653,100000,,POINT (318278.1387 5904653.296)
wes.66881,2,,,3,auf dem Campingplatzgelände am Dreetzsee,410,0,395640,5904866,100000,,POINT (395640 5904865.9999)
wes.66882,2,,,3,,410,0,403314,5905130,100000,,POINT (403313.5811999999 5905129.5119)
wes.66883,2,,,3,,410,0,311317,5905408,100000,,POINT (311316.50820000004 5905407.8013)
wes.66884,2,,,3,,410,0,397554,5905525,100000,,POINT (397553.99990000017 5905524.9999)
wes.66885,2,,,3,,410,0,311387,5905677,100000,,POINT (311386.5563000003 5905677.048699999)
wes.66886,2,,,3,,410,0,414750,5905831,100000,,POINT (414750.3663999997 5905831.496300001)
wes.66887,2,,,3,,410,0,315367,5906067,100000,,POINT (315366.9463999998 5906066.738399999)
wes.66888,2,,,3,,410,0,424262,5906450,100000,,POINT (424261.90720000025 5906450.0766)
wes.66889,2,,,3,,410,0,318593,5907614,100000,,POINT (318593.2273000004 5907614.188999999)
wes.66890,2,,,3,,410,0,316541,5907630,100000,,POINT (316540.96889999975 5907629.927200001)
wes.66891,2,,,3,,410,0,316720,5907699,100000,,POINT (316720.3841000004 5907699.1752)
wes.66892,2,,,3,,410,0,411800,5907757,100000,,POINT (411799.94689999986 5907756.740599999)
wes.66893,2,,,3,,410,0,318502,5907866,100000,,POINT (318501.9458999997 5907865.9999)
wes.66894,2,,,3,,410,0,407563,5908372,100000,,POINT (407562.5020000003 5908371.571)
wes.66895,2,,,3,,410,0,408422,5910287,100000,,POINT (408422.08139999956 5910286.6645)
wes.66896,2,,,3,Randowgraben,410,0,446802,5910475,100000,,POINT (446802.05370000005 5910474.9789)
wes.66897,2,,,3,,470,900,309630,5911720,100000,,POINT (309629.51719999965 5911720.437999999)
wes.66898,2,,,3,,410,0,406261,5912768,100000,,POINT (406260.5256000003 5912767.936000001)
wes.66899,2,,,2,Löschteich,410,0,446511,5910313,100000,,POINT (446511 5910313)
wes.66900,2,,,3,Randowgraben,410,0,448910,5913814,100000,,POINT (448910.18539999984 5913814.164799999)
wes.66901,2,,,3,,410,0,440685,5915286,100000,,POINT (440685.1405999996 5915286.448899999)
wes.66902,2,,,3,,410,0,436355,5915948,100000,,POINT (436355.00939999986 5915948.0601)
wes.66903,2,,,3,,410,0,414531,5916917,100000,,POINT (414531.4305999996 5916917.2893)
wes.66904,2,,,3,Badestelle Menkin,410,0,447862,5918863,100000,,POINT (447861.78809999954 5918863.3846)
wes.66905,2,,,3,,440,0,338822,5850316,100000,,POINT (338822.23869999964 5850316.1921)
wes.66906,2,,,2,"Graben, zeitweise nicht wasserführend",410,0,340037,5848951,100000,,POINT (340036.9840000002 5848951.2293)
wes.66907,1,,,0,,400,,439268,5819389,100000,,POINT (439267.96800000034 5819388.9933)
wes.66908,1,,,0,,400,,430524,5821572,100000,,POINT (430523.81790000014 5821571.7074)
wes.66909,1,,,0,,400,,428515,5821317,100000,,POINT (428514.9430999998 5821317.4648)
wes.66910,1,,,0,,400,,444038,5828153,100000,,POINT (444038.00069999974 5828152.9987)
wes.66911,1,,,1,keine Zufahrtsmöglichkeiten ,400,,422563,5837220,100000,,POINT (422563.4929999998 5837219.9322)
wes.66912,1,,,2,"Wasserentnahme nur vom See, Sackgasse, keine befestigter Weg",400,,426405,5837382,100000,,POINT (426404.5985000003 5837382.2325)
wes.66913,1,,,1,keine LKW befahrbaren Wege!,400,,431674,5831855,100000,,POINT (431674.1178000001 5831855.431399999)
wes.66914,1,,,1,,400,,420558,5825361,100000,,POINT (420557.81379999965 5825360.9274)
wes.66915,1,,,0,Wasser kann vom Weg mit 3 facher Sauglänge gepumpt werden,400,,438452,5855668,100000,,POINT (438452.4974999996 5855667.9585)
wes.66916,1,,,0,,400,,292010,5887387,100000,,POINT (292010.1492999997 5887386.9366999995)
wes.66917,1,,,0,,400,,290469,5881301,100000,,POINT (290469.1300999997 5881300.6186999995)
wes.66918,1,,,0,,400,,288626,5877688,100000,,POINT (288625.70270000026 5877687.794600001)
wes.66919,1,,,0,,400,,273849,5898312,100000,,POINT (273848.82349999994 5898312.3005)
wes.66920,1,,,0,,400,,263893,5891599,100000,,POINT (263893.42059999984 5891599.364)
wes.66921,1,,,0,,400,,292973,5907227,100000,,POINT (292973.1788999997 5907226.660499999)
wes.66922,1,,,0,,400,,371945,5785773,100000,,POINT (371944.9760999996 5785772.8093)
wes.66923,1,,,0,,400,,458239,5771367,100000,,POINT (458238.9614000004 5771366.5373)
wes.66924,1,,,0,,400,,400683,5708375,100000,,POINT (400683.4084000001 5708374.7563000005)
wes.66925,1,,,0,,400,,462060,5769197,100000,,POINT (462060.0047000004 5769197.266899999)
wes.66926,1,,,0,,400,,337757,5799300,100000,,POINT (337757.4484000001 5799300.1697)
wes.66927,2,,2020,3,,430,,357130,5790295,100000,,POINT (357129.66980000027 5790294.919600001)
wes.66928,2,,2020,3,,430,,356388,5791443,100000,,POINT (356388.47890000045 5791442.5184)
wes.66929,1,,,0,,400,,378119,5704720,100000,,POINT (378119.28839999996 5704720.306600001)
wes.66930,1,,,0,,400,,322991,5815342,100000,,POINT (322991.1880000001 5815342.469699999)
wes.66931,1,,,0,,400,,379018,5723582,100000,,POINT (379017.99340000004 5723582.0177)
wes.66932,1,,,0,,400,,376509,5722827,100000,,POINT (376509.18819999974 5722827.070699999)
wes.66933,1,,,0,,400,,462293,5769297,100000,,POINT (462292.98900000006 5769297.068)
wes.66934,1,,,0,,400,,464360,5769745,100000,,POINT (464360.12150000036 5769744.764900001)
wes.66935,1,,,0,,400,,374993,5894254,100000,,POINT (374993.3326000003 5894253.9771)
wes.66936,1,,,0,,400,,374031,5719211,100000,,POINT (374031.0016000001 5719211.017100001)
wes.66937,1,,,0,,400,,385041,5842045,100000,,POINT (385040.55179999955 5842044.533399999)
wes.66938,1,,,0,,400,,388445,5844405,100000,,POINT (388444.5840999996 5844405.276699999)
wes.66939,1,,,0,,400,,373140,5781646,100000,,POINT (373140.06269999966 5781646.146500001)
wes.66940,1,,,0,,400,,376503,5778480,100000,,POINT (376503.4096999997 5778480.3761)
wes.66941,1,,,0,"Vorhanden, Prüfung steht noch aus",400,,383231,5703559,100000,,POINT (383231.42080000043 5703559.389900001)
wes.66942,1,,,0,"Entnahmestelle vorhanden mit Beschilderung, Funktionsüberprüfung steht noch aus",400,,383456,5703841,100000,,POINT (383455.7718000002 5703840.6536)
wes.66943,1,,,2,LWS befindet sich eher 5m von der westlichen Straße entfernt. Blockierung zum Wald durch Wohneigentu,400,,390933,5706419,100000,,POINT (390932.79920000024 5706419.3796)
wes.66944,2,,,3,,414,,424138,5874373,100000,,POINT (424138.1854999997 5874372.6613)
wes.66945,2,,,3,,414,,426329,5875526,100000,,POINT (426329.08029999956 5875526.1556)
wes.66946,2,,,0,,410,,401553,5891805,100000,,POINT (401552.5116999997 5891804.543099999)
wes.66947,2,,,3,"Salveymühle, Entnahmestelle am Wegdurchlass am öffentlcihen Weg in Siedlungsnähe",414,,457315,5900530,100000,,POINT (457315 5900530)
wes.66948,1,,,3,,400,,390621,5882665,100000,,POINT (390621 5882665.0002)
wes.66949,1,,,0,,400,,370861,5810424,100000,,POINT (370860.7591000004 5810423.5517)
wes.66950,1,,,0,,400,,376705,5802951,100000,,POINT (376704.6118999999 5802950.5945999995)
wes.66951,1,,,0,,400,,318880,5773111,100000,,POINT (318880.48369999975 5773110.7205)
wes.66952,1,,,0,,400,,333639,5823930,100000,,POINT (333639.4961000001 5823930.024700001)
wes.66953,1,,,0,,400,,335667,5824973,100000,,POINT (335666.83550000004 5824972.979699999)
wes.66954,1,,,0,,400,,429042,5877868,100000,,POINT (429042.02990000043 5877867.6598000005)
wes.66955,2,,,3,,410,,441189,5917571,100000,,POINT (441189.4612999996 5917570.621300001)
wes.66956,1,,,0,,400,,442360,5825895,100000,,POINT (442359.99980000034 5825894.999299999)
wes.66957,1,,,0,,400,,440834,5822921,100000,,POINT (440833.99789999984 5822921.0013999995)
wes.66958,1,,,0,,400,,408041,5890191,100000,,POINT (408040.59839999955 5890191.4047)
wes.66959,2,,,3,,410,,458092,5760039,100000,,POINT (458091.85250000004 5760038.536)
wes.66960,1,,,0,,400,,466339,5754553,100000,,POINT (466338.9819 5754553.2673)
wes.66961,1,,,0,,400,,373986,5720858,100000,,POINT (373985.50100000016 5720858.100400001)
wes.66962,1,,,0,,400,,426501,5880047,100000,,POINT (426501.23929999955 5880046.559800001)
wes.66963,1,,,0,,400,,418674,5895292,100000,,POINT (418674.02049999963 5895292.102399999)
wes.66964,1,,,0,,400,,424674,5893567,100000,,POINT (424674.1496000001 5893567.350400001)
wes.66965,1,,,0,,400,,402789,5730142,100000,,POINT (402789.36340000015 5730141.7027)
wes.66966,2,,,3,,480,,459934,5753332,100000,,POINT (459934.1783999996 5753331.6522)
wes.66967,1,,,0,,400,,399098,5783148,100000,,POINT (399097.50879999995 5783147.987500001)
wes.66968,1,,,0,,400,,386531,5717662,100000,,POINT (386531.36199999973 5717661.6295)
wes.66969,2,,,3,befestigter Wendehammer Schwansee,410,,457405,5762509,100000,,POINT (457404.87289999984 5762508.5568)
wes.66970,2,,,3,befestigter Wendehammer Schwansee,410,,457517,5763521,100000,,POINT (457516.85929999966 5763520.660800001)
wes.66971,1,,,0,,400,,392863,5706177,100000,,POINT (392862.99289999995 5706177.4618999995)
wes.66972,1,,,0,,400,,397233,5733837,100000,,POINT (397233.06709999964 5733836.8495000005)
wes.66973,1,,,0,,400,,388403,5720418,100000,,POINT (388403.0159999998 5720418.3541)
wes.66974,1,,,0,,400,,388233,5723388,100000,,POINT (388233.1644000001 5723387.8303)
wes.66975,1,,,0,,400,,383761,5722802,100000,,POINT (383761.3794 5722802.1349)
wes.66976,1,,,0,,400,,384558,5722378,100000,,POINT (384557.9252000004 5722377.5055)
wes.66977,1,,,0,,400,,320132,5772574,100000,,POINT (320131.55429999996 5772573.5821)
wes.66978,1,,,0,,400,,324189,5767616,100000,,POINT (324189.12519999966 5767616.4431)
